Attendance (%),Bengali,English,Math,Science,Total mark,Assignment Score,class participation,Study Hours per Week,Class Participation Score,Attendance_Scaled,Academic_Score,Engagement_Score,Effort_Score,Final_Performance_Score,Cluster,Cluster_Label,Weakest_Subject,AI_Tutor_Feedback,Risk_Level
52.0,9.0,8.0,2.0,8.0,6.75,7.0,0.0,6.0,10.0,5.2,6.75,2.6,6.5,5.455,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
67.0,6.0,8.0,5.0,8.0,6.75,5.0,7.0,4.0,8.0,6.7,6.75,6.85,4.5,6.33,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
92.0,10.0,6.0,9.0,9.0,8.5,2.0,10.0,6.0,2.0,9.2,8.5,9.6,4.0,7.93,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
61.0,8.0,4.0,9.0,0.0,5.25,7.0,5.0,9.0,5.0,6.1,5.25,5.55,8.0,5.890000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
71.0,4.0,10.0,8.0,1.0,5.75,8.0,4.0,8.0,6.0,7.1,5.75,5.55,8.0,6.140000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
78.0,10.0,3.0,9.0,7.0,7.25,0.0,0.0,9.0,9.0,7.8,7.25,3.9,4.5,5.695,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
88.0,7.0,0.0,1.0,1.0,2.25,1.0,4.0,6.0,8.0,8.8,2.25,6.4,3.5,3.745,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
87.0,3.0,9.0,4.0,3.0,4.75,1.0,5.0,7.0,6.0,8.7,4.75,6.85,4.0,5.2299999999999995,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
76.0,8.0,4.0,0.0,8.0,5.0,8.0,10.0,1.0,3.0,7.6,5.0,8.8,4.5,6.040000000000001,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
100.0,2.0,1.0,3.0,9.0,3.75,1.0,3.0,10.0,9.0,10.0,3.75,6.5,5.5,4.925000000000001,2,Average Performer,English,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your English performance.,High Risk
62.0,2.0,5.0,10.0,8.0,6.25,1.0,6.0,8.0,2.0,6.2,6.25,6.1,4.5,5.855,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
56.0,10.0,2.0,9.0,8.0,7.25,6.0,5.0,9.0,4.0,5.6,7.25,5.3,7.5,6.715,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
72.0,6.0,10.0,8.0,9.0,8.25,9.0,5.0,3.0,4.0,7.2,8.25,6.1,6.0,7.155,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
84.0,2.0,8.0,7.0,9.0,6.5,0.0,7.0,8.0,10.0,8.4,6.5,7.7,4.0,6.36,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
81.0,1.0,1.0,8.0,4.0,3.5,5.0,4.0,5.0,1.0,8.1,3.5,6.05,5.0,4.5649999999999995,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
55.0,0.0,7.0,4.0,9.0,5.0,9.0,3.0,2.0,10.0,5.5,5.0,4.25,5.5,4.875,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
96.0,10.0,10.0,10.0,7.0,9.25,8.0,3.0,7.0,5.0,9.6,9.25,6.3,7.5,8.015,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Low Risk
71.0,3.0,1.0,0.0,3.0,1.75,3.0,6.0,4.0,10.0,7.1,1.75,6.55,3.5,3.54,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
65.0,5.0,4.0,5.0,3.0,4.25,7.0,3.0,3.0,6.0,6.5,4.25,4.75,5.0,4.55,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
85.0,9.0,5.0,4.0,7.0,6.25,7.0,8.0,8.0,2.0,8.5,6.25,8.25,7.5,7.1,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
61.0,7.0,5.0,1.0,4.0,4.25,5.0,5.0,4.0,4.0,6.1,4.25,5.55,4.5,4.69,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
72.0,3.0,9.0,6.0,3.0,5.25,6.0,2.0,6.0,9.0,7.2,5.25,4.6,6.0,5.205,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
81.0,5.0,8.0,8.0,0.0,5.25,2.0,4.0,4.0,4.0,8.1,5.25,6.05,3.0,5.039999999999999,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
59.0,7.0,9.0,1.0,2.0,4.75,8.0,6.0,7.0,3.0,5.9,4.75,5.95,7.5,5.66,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,Medium Risk
96.0,10.0,5.0,7.0,3.0,6.25,4.0,0.0,5.0,5.0,9.6,6.25,4.8,4.5,5.465,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
100.0,10.0,1.0,10.0,6.0,6.75,0.0,7.0,10.0,8.0,10.0,6.75,8.5,5.0,6.925,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
67.0,4.0,6.0,9.0,10.0,7.25,3.0,2.0,9.0,10.0,6.7,7.25,4.35,6.0,6.13,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
71.0,9.0,4.0,8.0,4.0,6.25,10.0,7.0,10.0,1.0,7.1,6.25,7.05,10.0,7.24,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your English performance.,Medium Risk
56.0,8.0,3.0,3.0,1.0,3.75,6.0,5.0,5.0,10.0,5.6,3.75,5.3,5.5,4.5649999999999995,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,High Risk
55.0,7.0,0.0,10.0,7.0,6.0,6.0,4.0,3.0,4.0,5.5,6.0,4.75,4.5,5.325,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
73.0,4.0,0.0,1.0,7.0,3.0,9.0,2.0,3.0,1.0,7.3,3.0,4.65,6.0,4.095000000000001,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
51.0,1.0,1.0,5.0,6.0,3.25,7.0,4.0,2.0,8.0,5.1,3.25,4.55,4.5,3.89,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
51.0,7.0,0.0,6.0,5.0,4.5,4.0,4.0,1.0,5.0,5.1,4.5,4.55,2.5,4.115,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
97.0,2.0,6.0,0.0,9.0,4.25,8.0,7.0,7.0,3.0,9.7,4.25,8.35,7.5,6.13,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
95.0,10.0,2.0,10.0,10.0,8.0,5.0,0.0,7.0,9.0,9.5,8.0,4.75,6.0,6.625,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
75.0,7.0,7.0,7.0,2.0,5.75,5.0,7.0,6.0,4.0,7.5,5.75,7.25,5.5,6.15,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
71.0,3.0,6.0,6.0,0.0,3.75,4.0,9.0,10.0,6.0,7.1,3.75,8.05,7.0,5.69,2,Average Performer,Science,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Science performance.,Medium Risk
57.0,3.0,1.0,6.0,4.0,3.5,4.0,5.0,3.0,10.0,5.7,3.5,5.35,3.5,4.055,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
64.0,2.0,2.0,5.0,5.0,3.5,9.0,8.0,6.0,7.0,6.4,3.5,7.2,7.5,5.41,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
58.0,2.0,3.0,3.0,2.0,2.5,0.0,9.0,1.0,3.0,5.8,2.5,7.4,0.5,3.5700000000000003,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
62.0,9.0,9.0,9.0,4.0,7.75,3.0,8.0,3.0,9.0,6.2,7.75,7.1,3.0,6.605,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
79.0,3.0,10.0,10.0,2.0,6.25,5.0,3.0,4.0,1.0,7.9,6.25,5.45,4.5,5.66,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
57.0,6.0,6.0,6.0,6.0,6.0,4.0,7.0,9.0,5.0,5.7,6.0,6.35,6.5,6.204999999999999,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
80.0,5.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,8.0,8.0,3.0,5.0,3.5,3.7,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
50.0,1.0,1.0,0.0,10.0,3.0,3.0,0.0,8.0,9.0,5.0,3.0,2.5,5.5,3.35,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
85.0,5.0,9.0,0.0,6.0,5.0,10.0,5.0,10.0,5.0,8.5,5.0,6.75,10.0,6.525,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
82.0,6.0,2.0,4.0,8.0,5.0,3.0,8.0,2.0,8.0,8.2,5.0,8.1,2.5,5.43,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
96.0,6.0,10.0,3.0,6.0,6.25,6.0,1.0,6.0,3.0,9.6,6.25,5.3,6.0,5.915,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
74.0,10.0,3.0,10.0,7.0,7.5,8.0,5.0,2.0,8.0,7.4,7.5,6.2,5.0,6.609999999999999,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
79.0,6.0,8.0,1.0,3.0,4.5,5.0,5.0,2.0,8.0,7.9,4.5,6.45,3.5,4.885000000000001,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
59.0,6.0,8.0,9.0,0.0,5.75,5.0,6.0,3.0,2.0,5.9,5.75,5.95,4.0,5.46,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
77.0,6.0,7.0,9.0,2.0,6.0,2.0,8.0,5.0,9.0,7.7,6.0,7.85,3.5,6.055000000000001,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
54.0,3.0,9.0,7.0,9.0,7.0,0.0,1.0,1.0,1.0,5.4,7.0,3.2,0.5,4.56,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
70.0,6.0,6.0,10.0,6.0,7.0,6.0,6.0,10.0,2.0,7.0,7.0,6.5,8.0,7.050000000000001,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. You are studying but may need better learning strategies. Focus more on improving your Bengali performance.,Medium Risk
99.0,1.0,3.0,7.0,0.0,2.75,10.0,2.0,2.0,4.0,9.9,2.75,5.95,6.0,4.36,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
70.0,7.0,9.0,10.0,7.0,8.25,7.0,8.0,5.0,8.0,7.0,8.25,7.5,6.0,7.575,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
96.0,5.0,3.0,1.0,7.0,4.0,2.0,1.0,4.0,2.0,9.6,4.0,5.3,3.0,4.1899999999999995,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
89.0,7.0,2.0,3.0,10.0,5.5,8.0,3.0,5.0,9.0,8.9,5.5,5.95,6.5,5.835,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
67.0,0.0,4.0,2.0,3.0,2.25,2.0,10.0,7.0,2.0,6.7,2.25,8.35,4.5,4.53,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
74.0,2.0,7.0,4.0,8.0,5.25,7.0,0.0,7.0,6.0,7.4,5.25,3.7,7.0,5.135000000000001,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
68.0,0.0,7.0,10.0,2.0,4.75,4.0,5.0,1.0,7.0,6.8,4.75,5.9,2.5,4.645,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
88.0,4.0,2.0,2.0,5.0,3.25,2.0,10.0,3.0,9.0,8.8,3.25,9.4,2.5,4.945,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
76.0,6.0,1.0,10.0,9.0,6.5,10.0,10.0,6.0,7.0,7.6,6.5,8.8,8.0,7.49,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
95.0,5.0,6.0,7.0,7.0,6.25,2.0,4.0,8.0,5.0,9.5,6.25,6.75,5.0,6.15,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
75.0,7.0,8.0,4.0,3.0,5.5,3.0,9.0,4.0,2.0,7.5,5.5,8.25,3.5,5.925,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
78.0,6.0,10.0,3.0,1.0,5.0,10.0,3.0,9.0,9.0,7.8,5.0,5.4,9.5,6.0200000000000005,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
73.0,8.0,8.0,0.0,4.0,5.0,2.0,8.0,4.0,2.0,7.3,5.0,7.65,3.0,5.395,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
82.0,10.0,1.0,3.0,2.0,4.0,4.0,2.0,5.0,10.0,8.2,4.0,5.1,4.5,4.43,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
60.0,10.0,9.0,7.0,2.0,7.0,9.0,6.0,1.0,2.0,6.0,7.0,6.0,5.0,6.3,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
61.0,10.0,3.0,8.0,0.0,5.25,2.0,3.0,10.0,3.0,6.1,5.25,4.55,6.0,5.19,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Focus more on improving your Science performance.,Medium Risk
52.0,10.0,5.0,4.0,8.0,6.75,2.0,2.0,1.0,5.0,5.2,6.75,3.6,1.5,4.755,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Math performance.,High Risk
60.0,5.0,0.0,6.0,9.0,5.0,8.0,7.0,1.0,9.0,6.0,5.0,6.5,4.5,5.3500000000000005,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
57.0,3.0,8.0,5.0,10.0,6.5,7.0,4.0,7.0,8.0,5.7,6.5,4.85,7.0,6.105,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,Medium Risk
73.0,6.0,5.0,4.0,7.0,5.5,0.0,9.0,8.0,9.0,7.3,5.5,8.15,4.0,5.995,2,Average Performer,Math,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
99.0,7.0,3.0,9.0,9.0,7.0,0.0,9.0,7.0,4.0,9.9,7.0,9.45,3.5,7.034999999999999,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
92.0,1.0,6.0,2.0,2.0,2.75,8.0,0.0,3.0,9.0,9.2,2.75,4.6,5.5,3.855,0,At-Risk Student,Bengali,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,High Risk
78.0,9.0,4.0,3.0,9.0,6.25,10.0,7.0,5.0,8.0,7.8,6.25,7.4,7.5,6.845000000000001,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
75.0,1.0,0.0,4.0,6.0,2.75,0.0,4.0,5.0,3.0,7.5,2.75,5.75,2.5,3.5999999999999996,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
68.0,0.0,4.0,10.0,10.0,6.0,6.0,8.0,5.0,10.0,6.8,6.0,7.4,5.5,6.32,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
87.0,3.0,8.0,5.0,5.0,5.25,6.0,10.0,8.0,5.0,8.7,5.25,9.35,7.0,6.83,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
89.0,6.0,5.0,10.0,2.0,5.75,9.0,3.0,8.0,3.0,8.9,5.75,5.95,8.5,6.36,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
67.0,4.0,9.0,7.0,3.0,5.75,7.0,2.0,10.0,1.0,6.7,5.75,4.35,8.5,5.88,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. You are studying but may need better learning strategies. Focus more on improving your Science performance.,Medium Risk
73.0,10.0,8.0,0.0,6.0,6.0,2.0,9.0,6.0,3.0,7.3,6.0,8.15,4.0,6.245,1,High Performer,Math,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,Medium Risk
59.0,2.0,1.0,8.0,10.0,5.25,4.0,10.0,9.0,6.0,5.9,5.25,7.95,6.5,6.31,2,Average Performer,English,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,Medium Risk
87.0,6.0,2.0,1.0,6.0,3.75,8.0,4.0,10.0,4.0,8.7,3.75,6.35,9.0,5.58,2,Average Performer,Math,You are performing moderately well but there is room for improvement. You are studying but may need better learning strategies. Focus more on improving your Math performance.,Medium Risk
80.0,6.0,2.0,10.0,10.0,7.0,3.0,8.0,9.0,3.0,8.0,7.0,8.0,6.0,7.1000000000000005,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
66.0,7.0,7.0,4.0,0.0,4.5,2.0,2.0,7.0,6.0,6.6,4.5,4.3,4.5,4.44,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
65.0,7.0,4.0,6.0,2.0,4.75,8.0,8.0,2.0,10.0,6.5,4.75,7.25,5.0,5.55,2,Average Performer,Science,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
92.0,2.0,5.0,9.0,9.0,6.25,7.0,5.0,8.0,1.0,9.2,6.25,7.1,7.5,6.755,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
98.0,1.0,9.0,4.0,9.0,5.75,2.0,7.0,7.0,3.0,9.8,5.75,8.4,4.5,6.295,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
73.0,2.0,0.0,3.0,6.0,2.75,0.0,0.0,4.0,8.0,7.3,2.75,3.65,2.0,2.8699999999999997,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
98.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,6.0,5.0,9.8,1.0,5.9,4.5,3.17,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
90.0,7.0,3.0,8.0,0.0,4.5,4.0,3.0,3.0,4.0,9.0,4.5,6.0,3.5,4.75,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,High Risk
86.0,6.0,8.0,5.0,2.0,5.25,8.0,4.0,6.0,7.0,8.6,5.25,6.3,7.0,5.915,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
80.0,4.0,1.0,3.0,1.0,2.25,5.0,3.0,9.0,7.0,8.0,2.25,5.5,7.0,4.175,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,High Risk
54.0,9.0,6.0,6.0,5.0,6.5,5.0,3.0,9.0,5.0,5.4,6.5,4.2,7.0,5.91,1,High Performer,Science,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Science performance.,Medium Risk
99.0,1.0,9.0,2.0,10.0,5.5,5.0,5.0,6.0,8.0,9.9,5.5,7.45,5.5,6.084999999999999,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
69.0,9.0,4.0,5.0,10.0,7.0,5.0,6.0,3.0,8.0,6.9,7.0,6.45,4.0,6.235,1,High Performer,English,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
65.0,10.0,4.0,4.0,6.0,6.0,5.0,2.0,9.0,1.0,6.5,6.0,4.25,7.0,5.675000000000001,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your English performance.,Medium Risk
61.0,8.0,8.0,3.0,1.0,5.0,10.0,2.0,7.0,5.0,6.1,5.0,4.05,8.5,5.415,0,At-Risk Student,Science,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Science performance.,Medium Risk
53.0,1.0,3.0,6.0,6.0,4.0,0.0,8.0,4.0,1.0,5.3,4.0,6.65,2.0,4.3950000000000005,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your Bengali performance.,High Risk
96.0,10.0,9.0,0.0,4.0,5.75,4.0,0.0,2.0,10.0,9.6,5.75,4.8,3.0,4.914999999999999,0,At-Risk Student,Math,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Focus more on improving your Math performance.,High Risk
79.0,0.0,5.0,7.0,3.0,3.75,0.0,10.0,9.0,10.0,7.9,3.75,8.95,4.5,5.46,2,Average Performer,Bengali,You are performing moderately well but there is room for improvement. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
57.0,5.0,0.0,8.0,4.0,4.25,6.0,3.0,6.0,4.0,5.7,4.25,4.35,6.0,4.63,0,At-Risk Student,English,Your performance indicates risk. Immediate attention is required. Low academic score may be due to insufficient study hours. Low attendance is affecting your academic performance. Focus more on improving your English performance.,High Risk
65.0,2.0,5.0,9.0,9.0,6.25,6.0,3.0,4.0,8.0,6.5,6.25,4.75,5.0,5.55,1,High Performer,Bengali,Excellent overall performance. Keep maintaining consistency. Low academic score may be due to insufficient study hours. Focus more on improving your Bengali performance.,Medium Risk
